"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","text.1","score","very.pos","very.neg","text.2","anger","disgust","fear","joy","sadness","surprise","emotion","pos","neg","pos_neg","polarity"
"1694","@AskRBC I have already spoken with RBC and my branch. I'm Done with you people!!! Done!! 20 years of nothing from RBC",FALSE,0,"AskRBC","2015-01-28 17:11:48",FALSE,560478739667361792,560485404907167744,65709615,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeffmac1964",0,FALSE,FALSE,NA,NA,"@AskRBC I have already spoken with RBC and my branch. I'm Done with you people!!! Done!! 20 years of nothing from RBC",0,0,0," i have already spoken with rbc and my branch im done with you people done 20 years of nothing from rbc","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1695","@AskRBC investments. Pls just change the phone system to give estimated wait times, auto call backs or a message with the closing times.",FALSE,0,"AskRBC","2015-01-28 13:48:37",FALSE,560294802642968576,560434271375335424,65709615,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","bogusval2",0,FALSE,FALSE,NA,NA,"@AskRBC investments. Pls just change the phone system to give estimated wait times, auto call backs or a message with the closing times.",0,0,0," investments pls just change the phone system to give estimated wait times auto call backs or a message with the closing times","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","9.47547003995745","9.47547003995745","1","neutral"
"1696","""@AskRBC: @vicctoriamarie Welcome to RBC! Nice little thank you gift ;) If you ever need anything, we're just a tweet away! ^BC""",FALSE,0,NA,"2015-01-28 10:41:34",FALSE,NA,560387201549479936,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vicctoriamarie",0,FALSE,FALSE,NA,NA,"""@AskRBC: @vicctoriamarie Welcome to RBC! Nice little thank you gift ;) If you ever need anything, we're just a tweet away! ^BC""",3,1,0,"  welcome to rbc nice little thank you gift  if you ever need anything were just a tweet away bc","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","51.6964315326162","17.8123396772424","2.90228192754853","positive"
"1697","@AskRBC @RBC_Canada do you quote mortgage rates the same way?",FALSE,0,"DeerParkToronto","2015-01-28 03:36:14",FALSE,558394778501795840,560280162215133184,1583899418,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeerParkToronto",0,FALSE,FALSE,NA,NA,"@AskRBC @RBC_Canada do you quote mortgage rates the same way?",0,0,0,"  do you quote mortgage rates the same way","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1698","@AskRBC Thanks guys, might just pop into our branch this weekend!",FALSE,0,"AskRBC","2015-01-28 03:31:32",FALSE,560278764366884864,560278977239994368,65709615,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sharon_Whelton",0,FALSE,FALSE,NA,NA,"@AskRBC Thanks guys, might just pop into our branch this weekend!",0,0,0," thanks guys might just pop into our branch this weekend","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","17.9196623384892","0.445453222112551","40.2279329207804","positive"
"1699","@AskRBC Oh crap - aren't cash advances meant to be a bad choice as the interest rate is so high?",FALSE,0,"AskRBC","2015-01-28 02:59:48",FALSE,560270619003338752,560270992581226496,65709615,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sharon_Whelton",0,FALSE,FALSE,NA,NA,"@AskRBC Oh crap - aren't cash advances meant to be a bad choice as the interest rate is so high?",-2,0,1," oh crap  arent cash advances meant to be a bad choice as the interest rate is so high","7.34083555412328","3.09234031207392","2.06783599555953","7.34083555412328","7.34083555412328","2.78695866252273","anger","8.78232285939751","17.8123396772424","0.493047124551418","negative"
"1700","Hey @AskRBC can you order foreign currency ie euros and pay by credit card? Need to get organised for our trip! #money #ireland #home #yyc",FALSE,0,NA,"2015-01-28 02:43:53",FALSE,NA,560266988224651264,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sharon_Whelton",0,FALSE,FALSE,NA,NA,"Hey @AskRBC can you order foreign currency ie euros and pay by credit card? Need to get organised for our trip! #money #ireland #home #yyc",0,0,0,"hey  can you order foreign currency ie euros and pay by credit card need to get organised for our trip money ireland home yyc","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","7.34083555412327","sadness","8.78232285939751","26.8423564950873","0.327181514819865","negative"
"1701","@AskRBC No, you haven't, but happy to go over it with you via DMs if you follow me",FALSE,0,"AskRBC","2015-01-28 02:25:41",FALSE,560238600030539776,560262406400913408,65709615,"<a href=""https://launchpad.net/polly"" rel=""nofollow"">Polly</a>","distobj",0,FALSE,FALSE,NA,NA,"@AskRBC No, you haven't, but happy to go over it with you via DMs if you follow me",1,0,0," no you havent but happy to go over it with you via dms if you follow me","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1702","@continuities @AskRBC thinking I may do the same sooner then later unless they start taking things seriously",FALSE,0,"continuities","2015-01-27 21:41:09",FALSE,560190448753733632,560190800232185856,1355329111,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","torvos",0,FALSE,FALSE,-75.88574728,45.31493815,"@continuities @AskRBC thinking I may do the same sooner then later unless they start taking things seriously",0,0,0,"  thinking i may do the same sooner then later unless they start taking things seriously","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1703","@torvos @AskRBC This isn't the first time I've asked them this. If they continue to ignore security, I'll have to move my money elsewhere.",FALSE,0,"torvos","2015-01-27 21:39:45",FALSE,560189714435944448,560190448753733632,15399231,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","continuities",0,FALSE,FALSE,NA,NA,"@torvos @AskRBC This isn't the first time I've asked them this. If they continue to ignore security, I'll have to move my money elsewhere.",-1,0,0,"  this isnt the first time ive asked them this if they continue to ignore security ill have to move my money elsewhere","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","8.78232285939751","17.1191924966825","0.513010345616444","negative"
"1704","@continuities @AskRBC told them about that and true mobile apps now just web views ages ago and nothing",FALSE,0,"continuities","2015-01-27 21:36:50",FALSE,560189298713313280,560189714435944448,1355329111,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","torvos",0,FALSE,FALSE,-75.88584592,45.31531807,"@continuities @AskRBC told them about that and true mobile apps now just web views ages ago and nothing",0,0,0,"  told them about that and true mobile apps now just web views ages ago and nothing","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1705","@AskRBC When will RBC implement 2-factor authentication? My Facebook account is more secure than my online banking, and that's terrifying.",FALSE,0,"AskRBC","2015-01-27 21:35:11",FALSE,NA,560189298713313280,65709615,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","continuities",0,FALSE,FALSE,NA,NA,"@AskRBC When will RBC implement 2-factor authentication? My Facebook account is more secure than my online banking, and that's terrifying.",1,0,0," when will rbc implement 2factor authentication my facebook account is more secure than my online banking and thats terrifying","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","25.670707456461","8.78232285939751","2.92299746518566","positive"
"1706","@AskRBC I AM on track!!!  That's not the problem.",FALSE,0,"AskRBC","2015-01-27 21:21:54",FALSE,560161280955539456,560185957992112128,65709615,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Yabut",0,FALSE,FALSE,NA,NA,"@AskRBC I AM on track!!!  That's not the problem.",-1,0,0," i am on track  thats not the problem","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1707","@AskRBC Appointment is already made. Thanks.",FALSE,0,"AskRBC","2015-01-27 21:20:08",FALSE,560161280955539456,560185510778662912,65709615,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Yabut",0,FALSE,FALSE,NA,NA,"@AskRBC Appointment is already made. Thanks.",0,0,0," appointment is already made thanks","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1708","@AskRBC record profits, no tellers on busy location...",FALSE,0,"AskRBC","2015-01-27 21:18:11",FALSE,560168684053082112,560185022788173824,65709615,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Gunsguy",0,FALSE,FALSE,NA,NA,"@AskRBC record profits, no tellers on busy location...",0,0,0," record profits no tellers on busy location","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","8.78232285939751","8.78232285939751","1","neutral"
